short_date,hour,lat,long,temp,rhum,rain,sol_rad
7/11/2016,4,52.857,-6.909,14.5,90,0,0.007
7/11/2016,5,52.857,-6.909,14,95,0.1,0.041
7/11/2016,6,52.857,-6.909,13.5,94,0,0.143
7/11/2016,7,52.857,-6.909,13.7,91,0.1,0.483
7/11/2016,8,52.857,-6.909,13.9,88,0,0.888
7/11/2016,9,52.857,-6.909,14.5,84,0,0.827
7/11/2016,10,52.857,-6.909,14.7,83,0,0.765
7/11/2016,11,52.857,-6.909,15,79,0,1.065
7/11/2016,12,52.857,-6.909,15.4,76,0,1.285
7/11/2016,13,52.857,-6.909,16.1,72,0,0.854
7/11/2016,14,52.857,-6.909,16.4,76,0,1.499
7/11/2016,15,52.857,-6.909,17.3,68,0,1.981
7/11/2016,16,52.857,-6.909,18.8,67,0,1.739
7/11/2016,17,52.857,-6.909,17.9,73,0,0.572
7/11/2016,18,52.857,-6.909,14.8,85,0,0.243
7/11/2016,19,52.857,-6.909,13.9,85,0,0.161
7/11/2016,20,52.857,-6.909,13.4,86,0,0.014
7/11/2016,21,52.857,-6.909,13.1,87,0,0
7/11/2016,22,52.857,-6.909,13,87,0,0
7/11/2016,23,52.857,-6.909,12.5,91,0,0
7/12/2016,0,52.857,-6.909,12.3,89,0,0
7/12/2016,1,52.857,-6.909,10.5,92,0,0
7/12/2016,2,52.857,-6.909,9.9,96,0,0
7/12/2016,3,52.857,-6.909,10.5,94,0,0
7/12/2016,4,52.857,-6.909,10.7,91,0,0.007
7/12/2016,5,52.857,-6.909,10.8,92,0,0.067
7/12/2016,6,52.857,-6.909,11.2,90,0,0.256
7/12/2016,7,52.857,-6.909,12,90,0,0.885
7/12/2016,8,52.857,-6.909,13.1,80,0,1.118
7/12/2016,9,52.857,-6.909,13.9,73,0,1.052
7/12/2016,10,52.857,-6.909,13.6,73,0,1.255
7/12/2016,11,52.857,-6.909,15.1,70,0,0.789
7/12/2016,12,52.857,-6.909,14.5,69,0,1.551
7/12/2016,13,52.857,-6.909,16.2,63,0,1.301
7/12/2016,14,52.857,-6.909,15.6,63,0,1.77
7/12/2016,15,52.857,-6.909,16.9,56,0,1.398
7/12/2016,16,52.857,-6.909,14.9,73,0,1.153
7/12/2016,17,52.857,-6.909,13.7,78,0,0.427
7/12/2016,18,52.857,-6.909,14.2,80,0,0.321
7/12/2016,19,52.857,-6.909,13.5,83,0.1,0.502
7/12/2016,20,52.857,-6.909,12.6,83,0,0.02
7/12/2016,21,52.857,-6.909,12.2,87,0,0
7/12/2016,22,52.857,-6.909,11.6,85,0,0
7/12/2016,23,52.857,-6.909,11.5,89,0,0
7/13/2016,0,52.857,-6.909,9.9,92,0,0
7/13/2016,1,52.857,-6.909,8.6,94,0,0
7/13/2016,2,52.857,-6.909,10,96,0,0
7/13/2016,3,52.857,-6.909,10.1,94,0,0
7/13/2016,4,52.857,-6.909,9.8,94,0,0.026
7/13/2016,5,52.857,-6.909,9.7,94,0,0.274
7/13/2016,6,52.857,-6.909,10.4,91,0,0.802
7/13/2016,7,52.857,-6.909,12,87,0,0.63
7/13/2016,8,52.857,-6.909,12.6,85,0,1.065
7/13/2016,9,52.857,-6.909,13.8,75,0,1.812
7/13/2016,10,52.857,-6.909,14.7,67,0,1.476
7/13/2016,11,52.857,-6.909,15.9,64,0,1.256
7/13/2016,12,52.857,-6.909,15.5,65,0,1.351
7/13/2016,13,52.857,-6.909,16,64,0,1.575
7/13/2016,14,52.857,-6.909,16.9,64,0,1.25
7/13/2016,15,52.857,-6.909,13.9,88,0.3,1.192
7/13/2016,16,52.857,-6.909,16.4,63,0.1,1.097
7/13/2016,17,52.857,-6.909,15.8,67,0,0.781
7/13/2016,18,52.857,-6.909,15.9,65,0,0.483
7/13/2016,19,52.857,-6.909,13.9,77,0,0.207
7/13/2016,20,52.857,-6.909,12.1,91,0.3,0.017
7/13/2016,21,52.857,-6.909,11.9,93,0,0
7/13/2016,22,52.857,-6.909,11.6,89,0,0
7/13/2016,23,52.857,-6.909,11.2,90,0,0
7/14/2016,0,52.857,-6.909,10.6,91,0,0
7/14/2016,1,52.857,-6.909,10,93,0,0
7/14/2016,2,52.857,-6.909,9.2,96,0,0
7/14/2016,3,52.857,-6.909,8.3,96,0,0
7/14/2016,4,52.857,-6.909,7.6,97,0,0.019
7/14/2016,5,52.857,-6.909,7.9,99,0,0.135
7/14/2016,6,52.857,-6.909,9.1,98,0,0.565
7/14/2016,7,52.857,-6.909,10.9,94,0,0.732
7/14/2016,8,52.857,-6.909,12.4,88,0,1.578
7/14/2016,9,52.857,-6.909,14,79,0,2.391
7/14/2016,10,52.857,-6.909,15.6,66,0,2.11
7/14/2016,11,52.857,-6.909,16.3,64,0,2.991
7/14/2016,12,52.857,-6.909,17.6,53,0,2.719
7/14/2016,13,52.857,-6.909,17.3,56,0,1.512
7/14/2016,14,52.857,-6.909,17.5,57,0,1.68
7/14/2016,15,52.857,-6.909,17.7,58,0,0.981
7/14/2016,16,52.857,-6.909,17.4,59,0,0.647
7/14/2016,17,52.857,-6.909,16.6,71,0,0.387
7/14/2016,18,52.857,-6.909,14.7,84,0.2,0.252
7/14/2016,19,52.857,-6.909,14,89,0.1,0.072
7/14/2016,20,52.857,-6.909,12.9,94,0.7,0.029
7/14/2016,21,52.857,-6.909,12.5,95,0.1,0
7/14/2016,22,52.857,-6.909,12.2,95,0,0
7/14/2016,23,52.857,-6.909,11.7,95,0,0
7/15/2016,0,52.857,-6.909,11.5,98,1.9,0
7/15/2016,1,52.857,-6.909,11.9,99,3.2,0
7/15/2016,2,52.857,-6.909,12.7,100,0.3,0
7/15/2016,3,52.857,-6.909,13.4,100,0.1,0
7/15/2016,4,52.857,-6.909,13.9,99,0,0.009
7/15/2016,5,52.857,-6.909,14.3,99,0,0.069
7/15/2016,6,52.857,-6.909,14.7,99,0.1,0.286
7/15/2016,7,52.857,-6.909,15.7,98,0,0.673
7/15/2016,8,52.857,-6.909,17.6,94,0,1.903
7/15/2016,9,52.857,-6.909,19.6,88,0,1.589
7/15/2016,10,52.857,-6.909,20.6,86,0,0.828
7/15/2016,11,52.857,-6.909,19.9,91,0,1.981
7/15/2016,12,52.857,-6.909,22.1,83,0,1.424
7/15/2016,13,52.857,-6.909,22.4,78,0,1.342
7/15/2016,14,52.857,-6.909,22.6,76,0,1.223
7/15/2016,15,52.857,-6.909,22.5,74,0,1.64
7/15/2016,16,52.857,-6.909,22.6,76,0,0.532
7/15/2016,17,52.857,-6.909,22.2,76,0,1.028
7/15/2016,18,52.857,-6.909,22.8,75,0,0.871
7/15/2016,19,52.857,-6.909,21.1,81,0,0.249
7/15/2016,20,52.857,-6.909,20.6,83,0,0.029
7/15/2016,21,52.857,-6.909,19.8,87,0,0
7/15/2016,22,52.857,-6.909,19.5,86,0,0
7/15/2016,23,52.857,-6.909,19.2,87,0,0
7/16/2016,0,52.857,-6.909,17.5,96,0,0
7/16/2016,1,52.857,-6.909,17.1,97,0.1,0
7/16/2016,2,52.857,-6.909,16.9,95,0,0
7/16/2016,3,52.857,-6.909,16.9,93,0.1,0
7/16/2016,4,52.857,-6.909,15.3,97,0,0.006
7/16/2016,5,52.857,-6.909,14.8,98,0.1,0.058
7/16/2016,6,52.857,-6.909,14.7,95,0,0.166
7/16/2016,7,52.857,-6.909,15,91,0,0.261
7/16/2016,8,52.857,-6.909,15.1,90,0.1,0.511
7/16/2016,9,52.857,-6.909,14.9,95,0.1,0.926
7/16/2016,10,52.857,-6.909,16,94,0,0.904
7/16/2016,11,52.857,-6.909,16.4,92,0.1,0.756
7/16/2016,12,52.857,-6.909,17.5,92,0.2,1.502
7/16/2016,13,52.857,-6.909,19,84,0,1.553
7/16/2016,14,52.857,-6.909,19.9,74,0,1.248
7/16/2016,15,52.857,-6.909,19.7,74,0,1.4
7/16/2016,16,52.857,-6.909,20.4,74,0,1.622
7/16/2016,17,52.857,-6.909,19.7,72,0,1.422
7/16/2016,18,52.857,-6.909,20,71,0,0.668
7/16/2016,19,52.857,-6.909,19.1,73,0,0.177
7/16/2016,20,52.857,-6.909,17.2,83,0,0.04
7/16/2016,21,52.857,-6.909,15,89,0,0
7/16/2016,22,52.857,-6.909,13.9,92,0,0
7/16/2016,23,52.857,-6.909,15.1,89,0,0
7/17/2016,0,52.857,-6.909,15.3,90,0,0
7/17/2016,1,52.857,-6.909,15.1,91,0,0
7/17/2016,2,52.857,-6.909,14.9,91,0,0
7/17/2016,3,52.857,-6.909,14.6,93,0,0
7/17/2016,4,52.857,-6.909,14.3,95,0,0.008
7/17/2016,5,52.857,-6.909,14.4,95,0,0.096
7/17/2016,6,52.857,-6.909,14.8,94,0,0.239
7/17/2016,7,52.857,-6.909,15.6,88,0,0.69
7/17/2016,8,52.857,-6.909,16.8,81,0,1.859
7/17/2016,9,52.857,-6.909,17.9,75,0,2.35
7/17/2016,10,52.857,-6.909,19.4,72,0,2.708
7/17/2016,11,52.857,-6.909,20.5,70,0,3.058
7/17/2016,12,52.857,-6.909,21.8,66,0,2.993
7/17/2016,13,52.857,-6.909,21.4,73,0,1.521
7/17/2016,14,52.857,-6.909,21.4,76,0,1.373
7/17/2016,15,52.857,-6.909,21.4,79,0,0.893
7/17/2016,16,52.857,-6.909,21.4,81,0,0.997
7/17/2016,17,52.857,-6.909,21.5,80,0,0.677
7/17/2016,18,52.857,-6.909,21.8,81,0,0.336
7/17/2016,19,52.857,-6.909,20.7,85,0,0.17
7/17/2016,20,52.857,-6.909,20,87,0,0.013
7/17/2016,21,52.857,-6.909,19.6,88,0,0
7/17/2016,22,52.857,-6.909,18.9,90,0,0
7/17/2016,23,52.857,-6.909,17.8,93,0,0
7/18/2016,0,52.857,-6.909,17.8,96,0,0
7/18/2016,1,52.857,-6.909,16.2,96,0,0
7/18/2016,2,52.857,-6.909,15.8,98,0,0
7/18/2016,3,52.857,-6.909,15.4,99,0,0
7/18/2016,4,52.857,-6.909,15.8,100,0,0.009
7/18/2016,5,52.857,-6.909,16.9,100,0,0.245
7/18/2016,6,52.857,-6.909,16.7,99,0,0.75
7/18/2016,7,52.857,-6.909,19.2,96,0,1.224
7/18/2016,8,52.857,-6.909,20.6,89,0,1.571
7/18/2016,9,52.857,-6.909,22.3,79,0,2.107
7/18/2016,10,52.857,-6.909,22.7,68,0,2.657
7/18/2016,11,52.857,-6.909,23.7,64,0,3.009
7/18/2016,12,52.857,-6.909,24.3,64,0,2.966
7/18/2016,13,52.857,-6.909,24.5,60,0,2.951
7/18/2016,14,52.857,-6.909,24.6,57,0,2.72
7/18/2016,15,52.857,-6.909,24.7,56,0,2.376
7/18/2016,16,52.857,-6.909,24.6,57,0,1.918
7/18/2016,17,52.857,-6.909,24.4,59,0,1.407
7/18/2016,18,52.857,-6.909,23.6,64,0,0.865
7/18/2016,19,52.857,-6.909,22.4,72,0,0.374
7/18/2016,20,52.857,-6.909,21.1,74,0,0.048
7/18/2016,21,52.857,-6.909,18.8,80,0,0
7/18/2016,22,52.857,-6.909,18.1,84,0,0
7/18/2016,23,52.857,-6.909,16.9,89,0,0
7/19/2016,0,52.857,-6.909,16.1,91,0,0
7/19/2016,1,52.857,-6.909,15.8,95,0,0
7/19/2016,2,52.857,-6.909,15.4,96,0,0
7/19/2016,3,52.857,-6.909,14.4,98,0,0
7/19/2016,4,52.857,-6.909,13.6,98,0,0.018
7/19/2016,5,52.857,-6.909,13.1,99,0,0.25
7/19/2016,6,52.857,-6.909,15.1,99,0,0.743
7/19/2016,7,52.857,-6.909,18.2,90,0,1.267
7/19/2016,8,52.857,-6.909,21.5,76,0,1.667
7/19/2016,9,52.857,-6.909,23.2,67,0,2.237
7/19/2016,10,52.857,-6.909,24.4,66,0,2.591
7/19/2016,11,52.857,-6.909,25.4,58,0,2.862
7/19/2016,12,52.857,-6.909,26.3,57,0,2.938
7/19/2016,13,52.857,-6.909,27.3,55,0,2.881
7/19/2016,14,52.857,-6.909,27.3,52,0,2.676
7/19/2016,15,52.857,-6.909,26.9,56,0,2.32
7/19/2016,16,52.857,-6.909,26.5,58,0,1.872
7/19/2016,17,52.857,-6.909,26.2,60,0,0.916
7/19/2016,18,52.857,-6.909,25.1,66,0,0.339
7/19/2016,19,52.857,-6.909,23.4,73,0,0.155
7/19/2016,20,52.857,-6.909,21.9,76,0,0.006
7/19/2016,21,52.857,-6.909,20.7,80,0,0
7/19/2016,22,52.857,-6.909,19.4,87,0,0
7/19/2016,23,52.857,-6.909,19.1,90,0,0
7/20/2016,0,52.857,-6.909,18.5,94,0.7,0
7/20/2016,1,52.857,-6.909,18,96,0.5,0
7/20/2016,2,52.857,-6.909,17.4,98,0.1,0
7/20/2016,3,52.857,-6.909,17.9,99,0,0
7/20/2016,4,52.857,-6.909,17.6,96,0,0.001
7/20/2016,5,52.857,-6.909,17.5,96,0,0.125
7/20/2016,6,52.857,-6.909,17.4,95,0,0.174
7/20/2016,7,52.857,-6.909,17.1,94,0,0.432
7/20/2016,8,52.857,-6.909,17.8,88,0,0.491
7/20/2016,9,52.857,-6.909,18.3,86,0,0.809
7/20/2016,10,52.857,-6.909,17.5,86,0,1.212
7/20/2016,11,52.857,-6.909,18.3,80,0,1.497
7/20/2016,12,52.857,-6.909,18.5,69,0,2.005
7/20/2016,13,52.857,-6.909,19.1,65,0,1.504
7/20/2016,14,52.857,-6.909,18.9,64,0,0.873
7/20/2016,15,52.857,-6.909,18.1,70,0,1.533
7/20/2016,16,52.857,-6.909,19.6,64,0,1.165
7/20/2016,17,52.857,-6.909,19.4,60,0,0.874
7/20/2016,18,52.857,-6.909,19,59,0,0.489
7/20/2016,19,52.857,-6.909,17.9,67,0,0.125
7/20/2016,20,52.857,-6.909,17.1,75,0,0.014
7/20/2016,21,52.857,-6.909,16.3,82,0,0
7/20/2016,22,52.857,-6.909,15.7,82,0,0
7/20/2016,23,52.857,-6.909,15.9,82,0,0
7/21/2016,0,52.857,-6.909,15.3,87,0,0
7/21/2016,1,52.857,-6.909,15.1,90,0,0
7/21/2016,2,52.857,-6.909,15.2,88,0,0
7/21/2016,3,52.857,-6.909,14.9,91,0,0
7/21/2016,4,52.857,-6.909,14.8,95,0,0.003
7/21/2016,5,52.857,-6.909,14.9,94,0,0.042
7/21/2016,6,52.857,-6.909,14.9,96,0,0.185
7/21/2016,7,52.857,-6.909,15.8,93,0,0.346
7/21/2016,8,52.857,-6.909,16.5,90,0,0.834
7/21/2016,9,52.857,-6.909,17.8,85,0,0.874
7/21/2016,10,52.857,-6.909,18.5,80,0,1.259
7/21/2016,11,52.857,-6.909,19.2,74,0,1.777
7/21/2016,12,52.857,-6.909,20.2,68,0,2.204
7/21/2016,13,52.857,-6.909,20.5,65,0,2.274
7/21/2016,14,52.857,-6.909,21,65,0,1.851
7/21/2016,15,52.857,-6.909,20.4,66,0,1.472
7/21/2016,16,52.857,-6.909,19.7,70,0,0.612
7/21/2016,17,52.857,-6.909,18.4,77,0,0.32
7/21/2016,18,52.857,-6.909,17.4,85,0,0.072
7/21/2016,19,52.857,-6.909,16.6,94,0.1,0.021
7/21/2016,20,52.857,-6.909,16.7,94,0,0.001
7/21/2016,21,52.857,-6.909,16.8,94,0,0
7/21/2016,22,52.857,-6.909,16.9,93,0,0
7/21/2016,23,52.857,-6.909,16.8,95,0,0
7/22/2016,0,52.857,-6.909,16.5,98,0.5,0
7/22/2016,1,52.857,-6.909,16.6,99,1.1,0
7/22/2016,2,52.857,-6.909,16.4,99,0.1,0
7/22/2016,3,52.857,-6.909,16.5,98,0,0
7/22/2016,4,52.857,-6.909,15.2,97,0,0.007
7/22/2016,5,52.857,-6.909,14.7,97,0,0.147
7/22/2016,6,52.857,-6.909,14.4,95,0,0.341
7/22/2016,7,52.857,-6.909,14.2,90,0,0.582
7/22/2016,8,52.857,-6.909,14.9,88,0,1.278
7/22/2016,9,52.857,-6.909,15.8,80,0,1.086
7/22/2016,10,52.857,-6.909,16.3,80,0,1.146
7/22/2016,11,52.857,-6.909,17.2,72,0,1.058
7/22/2016,12,52.857,-6.909,17.8,72,0,1.429
7/22/2016,13,52.857,-6.909,17.9,71,0,1.593
7/22/2016,14,52.857,-6.909,18.3,68,0,1.261
7/22/2016,15,52.857,-6.909,18.5,65,0,0.771
7/22/2016,16,52.857,-6.909,18.7,63,0,0.498
7/22/2016,17,52.857,-6.909,17.8,74,0,0.502
7/22/2016,18,52.857,-6.909,18,72,0,0.234
7/22/2016,19,52.857,-6.909,17.3,77,0,0.065
7/22/2016,20,52.857,-6.909,16.9,82,0,0.007
7/22/2016,21,52.857,-6.909,16.5,88,0,0
7/22/2016,22,52.857,-6.909,15.8,91,0,0
7/22/2016,23,52.857,-6.909,15.7,86,0,0
7/23/2016,0,52.857,-6.909,15.3,88,0,0
7/23/2016,1,52.857,-6.909,15.2,90,0,0
7/23/2016,2,52.857,-6.909,15,94,0,0
7/23/2016,3,52.857,-6.909,14.9,93,0,0
7/23/2016,4,52.857,-6.909,15,92,0,0.004
7/23/2016,5,52.857,-6.909,14.9,92,0,0.107
7/23/2016,6,52.857,-6.909,15.3,93,0,0.393
7/23/2016,7,52.857,-6.909,16.2,90,0,1.168
7/23/2016,8,52.857,-6.909,17.6,73,0,0.533
7/23/2016,9,52.857,-6.909,16.7,74,0,0.501
7/23/2016,10,52.857,-6.909,16.6,77,0,1.284
7/23/2016,11,52.857,-6.909,17.1,80,0,0.653
7/23/2016,12,52.857,-6.909,18.1,83,0,0.754
7/23/2016,13,52.857,-6.909,17.8,85,0,0.82
7/23/2016,14,52.857,-6.909,18,85,0,1.168
7/23/2016,15,52.857,-6.909,20,78,0,1.859
7/23/2016,16,52.857,-6.909,19.7,79,0,0.666
7/23/2016,17,52.857,-6.909,20,81,0,1.088
7/23/2016,18,52.857,-6.909,20.8,67,0,0.976
7/23/2016,19,52.857,-6.909,19.5,70,0,0.319
7/23/2016,20,52.857,-6.909,17.6,72,0,0.014
7/23/2016,21,52.857,-6.909,16.3,77,0,0
7/23/2016,22,52.857,-6.909,14.6,88,0,0
7/23/2016,23,52.857,-6.909,13.1,93,0,0
7/24/2016,0,52.857,-6.909,12,96,0,0
7/24/2016,1,52.857,-6.909,12.5,97,0,0
7/24/2016,2,52.857,-6.909,12.6,98,0,0
7/24/2016,3,52.857,-6.909,12.8,98,0,0
7/24/2016,4,52.857,-6.909,12.9,98,0,0
7/24/2016,5,52.857,-6.909,13.2,98,1,0.032
7/24/2016,6,52.857,-6.909,13.4,98,1.5,0.13
7/24/2016,7,52.857,-6.909,13.6,99,0.5,0.345
7/24/2016,8,52.857,-6.909,14.5,99,0.1,0.439
7/24/2016,9,52.857,-6.909,15,99,0.2,0.602
7/24/2016,10,52.857,-6.909,15.7,98,0.2,0.989
7/24/2016,11,52.857,-6.909,16.7,96,0,1.593
7/24/2016,12,52.857,-6.909,19.2,87,0,1.962
7/24/2016,13,52.857,-6.909,19,89,0.1,1.376
7/24/2016,14,52.857,-6.909,19.7,71,0.1,1.61
7/24/2016,15,52.857,-6.909,19.5,70,0,1.182
7/24/2016,16,52.857,-6.909,19,75,0,1.073
7/24/2016,17,52.857,-6.909,18.5,67,0,1.096
7/24/2016,18,52.857,-6.909,18.5,66,0,0.885
7/24/2016,19,52.857,-6.909,17.3,66,0,0.296
7/24/2016,20,52.857,-6.909,15.4,75,0,0.021
7/24/2016,21,52.857,-6.909,13.9,85,0,0
7/24/2016,22,52.857,-6.909,13.7,88,0,0
7/24/2016,23,52.857,-6.909,12.6,91,0,0
7/25/2016,0,52.857,-6.909,12.8,92,0,0
7/25/2016,1,52.857,-6.909,12.9,90,0,0
7/25/2016,2,52.857,-6.909,12,94,0,0
7/25/2016,3,52.857,-6.909,11.3,95,0,0
7/25/2016,4,52.857,-6.909,11.9,96,0,0.004
7/25/2016,5,52.857,-6.909,12.2,96,0,0.131
7/25/2016,6,52.857,-6.909,12.9,95,0,0.282
7/25/2016,7,52.857,-6.909,13.7,92,0,0.246
7/25/2016,8,52.857,-6.909,14.3,86,0,0.338
7/25/2016,9,52.857,-6.909,14.5,83,0,0.836
7/25/2016,10,52.857,-6.909,15.5,84,0,1.927
7/25/2016,11,52.857,-6.909,17.6,68,0,1.735
7/25/2016,12,52.857,-6.909,17.4,70,0,1.215
7/25/2016,13,52.857,-6.909,17.2,72,0,0.488
7/25/2016,14,52.857,-6.909,15.6,82,0,0.481
7/25/2016,15,52.857,-6.909,15.8,84,0,0.537
7/25/2016,16,52.857,-6.909,15.5,86,0,0.593
7/25/2016,17,52.857,-6.909,15.5,90,0,0.511
7/25/2016,18,52.857,-6.909,16,81,0,0.23
7/25/2016,19,52.857,-6.909,15.1,88,0,0.077
7/25/2016,20,52.857,-6.909,14.8,85,0.1,0.005
7/25/2016,21,52.857,-6.909,14.5,87,0,0
7/25/2016,22,52.857,-6.909,14.4,90,0,0
7/25/2016,23,52.857,-6.909,14.3,92,0,0
7/26/2016,0,52.857,-6.909,14.3,90,0,0
7/26/2016,1,52.857,-6.909,14.3,91,0,0
7/26/2016,2,52.857,-6.909,14.2,93,0,0
7/26/2016,3,52.857,-6.909,14.2,93,0,0
7/26/2016,4,52.857,-6.909,14.1,93,0,0.003
7/26/2016,5,52.857,-6.909,14,94,0,0.07
7/26/2016,6,52.857,-6.909,14.6,91,0,0.231
7/26/2016,7,52.857,-6.909,15.3,89,0,0.34
7/26/2016,8,52.857,-6.909,15.6,89,0,0.542
7/26/2016,9,52.857,-6.909,15.6,91,0,0.768
7/26/2016,10,52.857,-6.909,16.8,88,0,1.124
7/26/2016,11,52.857,-6.909,17.5,83,0,0.963
7/26/2016,12,52.857,-6.909,17.9,83,0,1.368
7/26/2016,13,52.857,-6.909,18.9,83,0,1.16
7/26/2016,14,52.857,-6.909,18.1,88,0,1.057
7/26/2016,15,52.857,-6.909,18.8,84,0.5,0.375
7/26/2016,16,52.857,-6.909,18.6,86,0,0.346
7/26/2016,17,52.857,-6.909,18.3,90,0,0.399
7/26/2016,18,52.857,-6.909,18.1,92,0,0.204
7/26/2016,19,52.857,-6.909,17.9,92,0,0.065
7/26/2016,20,52.857,-6.909,17.3,94,0,0.001
7/26/2016,21,52.857,-6.909,16.9,94,0.1,0
7/26/2016,22,52.857,-6.909,16.8,92,0,0
7/26/2016,23,52.857,-6.909,16.6,93,0,0
7/27/2016,0,52.857,-6.909,16.3,93,0,0
7/27/2016,1,52.857,-6.909,15.7,95,0,0
7/27/2016,2,52.857,-6.909,15.2,96,0,0
7/27/2016,3,52.857,-6.909,15,94,0,0
7/27/2016,4,52.857,-6.909,13.9,91,0,0.009
7/27/2016,5,52.857,-6.909,13.3,90,0,0.151
7/27/2016,6,52.857,-6.909,13.5,89,0,0.368
7/27/2016,7,52.857,-6.909,14,87,0,0.679
7/27/2016,8,52.857,-6.909,14.6,85,0,0.815
7/27/2016,9,52.857,-6.909,15,78,0,0.896
7/27/2016,10,52.857,-6.909,15.5,73,0,1.637
7/27/2016,11,52.857,-6.909,16.7,68,0,1.44
7/27/2016,12,52.857,-6.909,16.8,67,0,1.578
7/27/2016,13,52.857,-6.909,17.7,64,0,1.285
7/27/2016,14,52.857,-6.909,17.5,67,0,1.523
7/27/2016,15,52.857,-6.909,18.3,62,0,1.51
7/27/2016,16,52.857,-6.909,17.8,65,0,1.004
7/27/2016,17,52.857,-6.909,18.1,61,0,0.72
7/27/2016,18,52.857,-6.909,17.9,63,0,0.475
7/27/2016,19,52.857,-6.909,17.6,66,0,0.125
7/27/2016,20,52.857,-6.909,16.5,83,0,0.005
7/27/2016,21,52.857,-6.909,15.8,81,0,0
7/27/2016,22,52.857,-6.909,15.1,86,0,0
7/27/2016,23,52.857,-6.909,14.8,89,0,0
7/28/2016,0,52.857,-6.909,14.8,88,0,0
7/28/2016,1,52.857,-6.909,14.9,86,0,0
7/28/2016,2,52.857,-6.909,14.7,89,0,0
7/28/2016,3,52.857,-6.909,14.6,94,0,0
7/28/2016,4,52.857,-6.909,14.6,99,0.1,0.001
7/28/2016,5,52.857,-6.909,14.8,99,0,0.045
7/28/2016,6,52.857,-6.909,15.1,99,0,0.165
7/28/2016,7,52.857,-6.909,15.6,98,0,0.368
7/28/2016,8,52.857,-6.909,16.9,97,0.2,0.882
7/28/2016,9,52.857,-6.909,18.5,87,0,1.473
7/28/2016,10,52.857,-6.909,19.1,77,0,1.97
7/28/2016,11,52.857,-6.909,20.6,68,0,1.85
7/28/2016,12,52.857,-6.909,19.3,72,0,1.68
7/28/2016,13,52.857,-6.909,20.9,67,0,1.435
7/28/2016,14,52.857,-6.909,20.5,70,0,1.25
7/28/2016,15,52.857,-6.909,19.7,71,0,0.68
7/28/2016,16,52.857,-6.909,19,72,0,0.422
7/28/2016,17,52.857,-6.909,18.6,76,0,0.229
7/28/2016,18,52.857,-6.909,17.8,85,0,0.173
7/28/2016,19,52.857,-6.909,17.4,88,0,0.125
7/28/2016,20,52.857,-6.909,17.1,87,0,0.012
7/28/2016,21,52.857,-6.909,16,90,0,0
7/28/2016,22,52.857,-6.909,15.7,89,0,0
7/28/2016,23,52.857,-6.909,15.6,88,0,0
7/29/2016,0,52.857,-6.909,15.3,90,0,0
7/29/2016,1,52.857,-6.909,14.9,91,0,0
7/29/2016,2,52.857,-6.909,14.8,93,0,0
7/29/2016,3,52.857,-6.909,14.8,94,0,0
7/29/2016,4,52.857,-6.909,14.7,95,0,0.001
7/29/2016,5,52.857,-6.909,14.7,95,0,0.045
7/29/2016,6,52.857,-6.909,14.7,96,0,0.145
7/29/2016,7,52.857,-6.909,14.5,97,0.1,0.275
7/29/2016,8,52.857,-6.909,13.2,98,0,0.443
7/29/2016,9,52.857,-6.909,13.3,96,0,0.723
7/29/2016,10,52.857,-6.909,13.6,92,0,0.54
7/29/2016,11,52.857,-6.909,14.5,87,0,1.138
7/29/2016,12,52.857,-6.909,16.4,74,0,1.419
7/29/2016,13,52.857,-6.909,17.8,67,0,1.327
7/29/2016,14,52.857,-6.909,18.3,63,0,1.43
7/29/2016,15,52.857,-6.909,19,60,0,2.121
7/29/2016,16,52.857,-6.909,20.5,50,0,2.26
7/29/2016,17,52.857,-6.909,20.6,52,0,1.063
7/29/2016,18,52.857,-6.909,18.1,67,0,0.311
7/29/2016,19,52.857,-6.909,18.2,66,0,0.155
7/29/2016,20,52.857,-6.909,16.3,73,0,0.006
7/29/2016,21,52.857,-6.909,15.9,79,0,0
7/29/2016,22,52.857,-6.909,15.3,83,0,0
7/29/2016,23,52.857,-6.909,14.8,86,0,0
7/30/2016,0,52.857,-6.909,13.5,90,0,0
7/30/2016,1,52.857,-6.909,13.1,94,0,0
7/30/2016,2,52.857,-6.909,13.1,91,0,0
7/30/2016,3,52.857,-6.909,13,90,0,0
7/30/2016,4,52.857,-6.909,12.8,90,0,0.003
7/30/2016,5,52.857,-6.909,12.6,90,0,0.082
7/30/2016,6,52.857,-6.909,12.7,92,0,0.285
7/30/2016,7,52.857,-6.909,13.1,90,0,0.723
7/30/2016,8,52.857,-6.909,14.8,79,0,0.824
7/30/2016,9,52.857,-6.909,15,75,0,1.229
7/30/2016,10,52.857,-6.909,15.1,73,0,1.408
7/30/2016,11,52.857,-6.909,16.8,69,0,1.469
7/30/2016,12,52.857,-6.909,16.5,69,0,1.515
7/30/2016,13,52.857,-6.909,17.1,62,0,1.21
7/30/2016,14,52.857,-6.909,17.4,64,0,1.051
7/30/2016,15,52.857,-6.909,17.4,63,0,0.857
7/30/2016,16,52.857,-6.909,17.5,65,0,0.851
7/30/2016,17,52.857,-6.909,17,70,0,0.305
7/30/2016,18,52.857,-6.909,16.5,72,0,0.177
7/30/2016,19,52.857,-6.909,15.4,80,0,0.208
7/30/2016,20,52.857,-6.909,15.4,81,0,0.01
7/30/2016,21,52.857,-6.909,14.4,83,0,0
